title,Genre,rating,year
Pauline at the Beach (Pauline à la Plage),Comedy,4.0,1983
Ringu (Ring),Horror,3.45,1998
Salaam Bombay!,Drama,3.5,1988
Sweet Charity,Comedy,3.5,1969
Talent for the Game,Drama,4.0,1991
Boat Trip,Comedy,2.38,2003
Dreamcatcher,Drama,2.64,2003
Piglet's Big Movie,Animation,2.0,2003
View from the Top,Comedy,2.38,2003
"Awful Truth, The",Comedy,4.75,1937
Basic,Drama,3.75,2003
"Core, The",Action,2.38,2003
Head of State,Comedy,2.25,2003
What a Girl Wants,Comedy,3.06,2003
Assassination Tango,Drama,2.0,2002
Raising Victor Vargas,Comedy,3.75,2002
Stevie,Documentary,4.25,2002
Akira Kurosawa's Dreams (Dreams),Drama,4.33,1990
Day for Night (La Nuit Américaine),Comedy,2.0,1973
In a Lonely Place,Drama,3.5,1950
"Good Thief, The",Crime,4.0,2002
"Man Apart, A",Action,2.25,2003
Phone Booth,Drama,3.14,2002
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira),Action,3.9,2001
Levity,Drama,4.0,2003
"Man Without a Past, The (Mies vailla menneisyyttä)",Comedy,3.88,2002
Anger Management,Comedy,3.06,2003
Better Luck Tomorrow,Crime,3.88,2002
Ghosts of the Abyss,Documentary,3.5,2003
House of 1000 Corpses,Horror,2.71,2003
Lilya 4-Ever (Lilja 4-ever),Crime,3.5,2002
Bulletproof Monk,Action,2.41,2003
Chasing Papi (a.k.a. Papi Chulo),Comedy,2.0,2003
"Mighty Wind, A",Comedy,3.75,2003
Holes,Adventure,3.42,2003
Malibu's Most Wanted,Comedy,2.67,2003
"Winged Migration (Peuple migrateur, Le)",Documentary,3.5,2001
Flickering Lights (Blinkende lygter),Action,4.5,2000
Straw Dogs,Drama,4.0,1971
Beginning of the End,Sci-Fi,1.0,1957
"Andromeda Strain, The",Mystery,3.62,1971
Fahrenheit 451,Drama,3.6,1966
I Am Trying to Break Your Heart,Documentary,4.17,2002
Legal Eagles,Comedy,2.62,1986
Memories of Me,Comedy,2.5,1988
Sibling Rivalry,Comedy,2.5,1990
Undercover Blues,Comedy,2.0,1993
Wildcats,Comedy,1.83,1986
"Wiz, The",Adventure,2.0,1978
"My Father the Hero (Mon père, ce héros.)",Comedy,2.17,1991
Scenes from a Mall,Comedy,1.5,1991
Confidence,Crime,2.83,2003
Identity,Crime,3.68,2003
It Runs in the Family,Comedy,2.5,2003
"Decade Under the Influence, A",Documentary,3.5,2003
Manic,Drama,3.0,2001
People I Know,Crime,3.0,2002
Spellbound,Documentary,3.92,2002
"Lizzie McGuire Movie, The",Children,3.0,2003
X2: X-Men United,Action,3.72,2003
Blue Car,Drama,3.5,2002
"Dancer Upstairs, The",Crime,3.83,2002
Marooned in Iraq (Gomgashtei dar Aragh),Drama,3.0,2002
Owning Mahowny,Crime,3.5,2003
Daddy Day Care,Children,2.33,2003
"Man on the Train (Homme du train, L')",Comedy,3.88,2002
"Shape of Things, The",Drama,3.25,2003
"Trip, The",Comedy,2.0,2002
101 Reykjavik (101 Reykjavík),Comedy,3.5,2000
"Chorus Line, A",Comedy,4.67,1985
Beat Street,Drama,1.0,1984
Breakin' 2: Electric Boogaloo,Musical,1.67,1984
Breakin',Drama,2.0,1984
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta),Action,4.06,1986
High Society,Comedy,3.0,1956
Kiss Me Kate,Comedy,3.5,1953
"Matrix Reloaded, The",Action,3.35,2003
Down with Love,Comedy,2.9,2003
Cinemania,Documentary,4.0,2002
"Spanish Apartment, The (L'auberge espagnole)",Comedy,4.0,2002
Pokémon Heroes,Animation,0.5,2003
Bruce Almighty,Comedy,3.32,2003
"In-Laws, The",Comedy,2.17,2003
Gigantic (A Tale of Two Johns),Documentary,4.0,2002
Respiro,Comedy,3.5,2002
Finding Nemo,Adventure,3.96,2003
"Italian Job, The",Action,3.62,2003
Wrong Turn,Horror,3.0,2003
Capturing the Friedmans,Documentary,3.93,2003
Together (Han ni Zai Yiki),Drama,3.0,2002
"2 Fast 2 Furious (Fast and the Furious 2, The)",Action,2.61,2003
Whale Rider,Drama,3.75,2002
Nevada Smith,Western,4.0,1966
Once a Thief (Zong heng si hai),Action,3.67,1991
Silk Stockings,Musical,3.5,1957
"Crazies, The (a.k.a. Code Name: Trixie)",Action,3.5,1973
Murder on a Sunday Morning (Un coupable idéal),Documentary,3.5,2001
Siam Sunset,Comedy,5.0,1999
Treasure Island,Adventure,3.25,1950
"Walk, Don't Run",Comedy,2.0,1966
Animals are Beautiful People,Comedy,5.0,1974
Car Wash,Comedy,3.75,1976
Destry Rides Again,Comedy,3.75,1939
Intervista,Comedy,4.0,1987
Live Wire,Action,4.0,1992
Shenandoah,Drama,4.0,1965
Oscar,Comedy,1.0,1991
"6th Man, The (Sixth Man, The)",Comedy,1.5,1997
"Railway Children, The",Children,4.0,1970
Two Mules for Sister Sara,Comedy,3.0,1970
Winchester '73,Western,4.0,1950
"Man with the Movie Camera, The (Chelovek s kino-apparatom)",Documentary,3.33,1929
"Objective, Burma!",War,3.0,1945
This Boy's Life,Drama,3.33,1993
Barton Fink,Drama,4.04,1991
Belle époque,Comedy,5.0,1992
"Flight of the Phoenix, The",Action,4.0,1965
From the Terrace,Drama,3.0,1960
"Long, Hot Summer, The",Drama,4.0,1958
Man of Aran,Documentary,3.5,1934
Music Box,Drama,3.5,1989
"Trial, The (Procès, Le)",Drama,4.9,1962
"Unforgiven, The",Drama,3.83,1960
Good Burger,Children,2.0,1997
Jubilee,Drama,3.0,1977
Mississippi Masala,Drama,3.5,1991
Shattered,Mystery,3.0,1991
"Song of Bernadette, The",Drama,3.0,1943
Thoroughly Modern Millie,Comedy,3.0,1967
Dumb and Dumberer: When Harry Met Lloyd,Comedy,1.95,2003
From Justin to Kelly,Musical,0.83,2003
Hollywood Homicide,Action,2.93,2003
Alex and Emma,Comedy,2.0,2003
28 Days Later,Action,3.97,2002
Charlie's Angels: Full Throttle,Action,2.37,2003
Fulltime Killer (Chuen jik sat sau),Action,3.5,2001
Ali: Fear Eats the Soul (Angst essen Seele auf),Drama,4.0,1974
"Bodies, Rest & Motion",Drama,3.0,1993
Ring of Terror,Horror,0.5,1962
You Only Live Once,Crime,4.5,1937
Anastasia,Drama,3.5,1956
"Babe, The",Drama,2.25,1992
Mr. Baseball,Comedy,2.5,1992
Scaramouche,Adventure,3.0,1952
Start the Revolution Without Me,Comedy,2.0,1970
"Tenant, The (Locataire, Le)",Drama,4.25,1976
"What's Up, Doc?",Comedy,4.5,1972
Hulk,Action,2.56,2003
"Legally Blonde 2: Red, White & Blonde",Comedy,2.41,2003
Sinbad: Legend of the Seven Seas,Adventure,3.67,2003
Terminator 3: Rise of the Machines,Action,3.04,2003
Swimming Pool,Drama,3.6,2003
Pirates of the Caribbean: The Curse of the Black Pearl,Action,3.78,2003
"League of Extraordinary Gentlemen, The (a.k.a. LXG)",Action,2.62,2003
"Cuckoo, The (Kukushka)",Comedy,3.5,2002
I Capture the Castle,Drama,4.5,2003
Northfork,Drama,2.25,2003
Bad Boys II,Action,2.88,2003
How to Deal,Comedy,3.5,2003
Johnny English,Action,2.96,2003
"Anarchist Cookbook, The",Comedy,4.0,2002
Dirty Pretty Things,Crime,3.62,2002
"Embalmer, The (Imbalsamatore, L')",Drama,4.0,2002
Garage Days,Comedy,1.25,2002
Born to Be Wild,Adventure,0.5,1995
Curly Sue,Comedy,2.33,1991
Little Giants,Children,2.5,1994
Loose Cannons,Action,2.0,1990
"Mouse That Roared, The",Comedy,3.0,1959
Masked & Anonymous,Comedy,2.5,2003
Lara Croft Tomb Raider: The Cradle of Life,Action,2.65,2003
Seabiscuit,Drama,3.69,2003
Spy Kids 3-D: Game Over,Action,2.0,2003
Buffalo Soldiers,Comedy,3.5,2001
Camp,Comedy,3.25,2003
"Mondays in the Sun (Lunes al sol, Los)",Drama,4.0,2002
Scorched,Comedy,3.5,2003
Avanti!,Comedy,4.0,1972
Eve of Destruction,Action,1.0,1991
Kickboxer 2: The Road Back,Action,3.5,1991
"Kiss Me, Stupid",Comedy,3.5,1964
"One, Two, Three",Comedy,4.0,1961
"Private Life of Sherlock Holmes, The",Comedy,2.5,1970
Remo Williams: The Adventure Begins,Action,2.33,1985
"Blood of Heroes, The (Salute of the Jugger, The)",Action,4.0,1989
"What's Up, Tiger Lily?",Adventure,3.17,1966
American Wedding (American Pie 3),Comedy,3.09,2003
Gigli,Comedy,1.5,2003
And Now... Ladies and Gentlemen...,Romance,4.0,2002
"Magdalene Sisters, The",Drama,4.33,2002
"Secret Lives of Dentists, The",Drama,4.0,2002
Freaky Friday,Children,3.21,2003
S.W.A.T.,Action,3.32,2003
"Divorce, Le",Comedy,3.5,2003
"Princess Blade, The (Shura Yukihime)",Action,3.0,2001
Step Into Liquid,Documentary,3.5,2002
"Double Life, A",Crime,2.5,1947
Hawks and Sparrows (Uccellacci e Uccellini),Comedy,4.0,1966
"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il)",Drama,3.5,1964
Umberto D.,Drama,5.0,1952
Brother's Keeper,Documentary,4.25,1992
I Love You to Death,Comedy,2.67,1990
Freddy vs. Jason,Action,2.33,2003
Grind,Action,2.75,2003
Open Range,Western,3.94,2003
Shaolin Soccer (Siu lam juk kau),Action,3.82,2001
Uptown Girls,Comedy,2.92,2003
American Splendor,Comedy,3.83,2003
Agent Cody Banks,Action,1.9,2003
Camp Nowhere,Adventure,2.5,1994
Hot Dog... The Movie,Comedy,2.0,1984
House of Wax,Crime,3.5,1953
Man's Best Friend,Horror,1.5,1993
"Sure Thing, The",Comedy,3.75,1985
Valley Girl,Comedy,2.17,1983
Wait Until Dark,Drama,3.43,1967
Tokyo Story (Tôkyô monogatari),Drama,2.62,1953
"Green Ray, The (Rayon vert, Le)",Drama,4.0,1986
THX 1138,Action,3.79,1971
Kind Hearts and Coronets,Comedy,3.33,1949
Atragon (Kaitei Gunkan),Adventure,3.5,1963
Attack of the Puppet People,Horror,4.0,1958
10,Comedy,3.38,1979
Tremors,Comedy,3.44,1990
"Red Shoes, The",Drama,3.5,1948
"Pink Panther, The",Comedy,3.45,1963
"Pink Panther Strikes Again, The",Comedy,3.4,1976
Commando,Action,3.5,1985
Dracula,Horror,4.5,1979
"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le)",Comedy,4.3,1972
Waco: The Rules of Engagement,Documentary,3.5,1997
"Road Home, The (Wo de fu qin mu qin)",Drama,,1999
Ikiru,Drama,3.42,1952
Comic Book Villains,Comedy,2.25,2002
"Angel at My Table, An",Drama,4.0,1990
"Handmaid's Tale, The",Drama,3.5,1990
Revolution OS,Documentary,4.0,2001
Death in Venice (Morte a Venezia),Drama,4.0,1971
"Medallion, The",Action,2.7,2003
My Boss's Daughter,Comedy,2.0,2003
Autumn Spring (Babí léto),Comedy,3.5,2001
"Battle of Shaker Heights, The",Comedy,4.0,2003
Dust,Drama,2.5,2001
Stoked: The Rise and Fall of Gator,Documentary,2.0,2002
Jeepers Creepers 2,Horror,1.88,2003
Bollywood/Hollywood,Comedy,2.5,2002
Once Upon a Time in the Midlands,Drama,3.0,2002
Dickie Roberts: Former Child Star,Comedy,2.3,2003
Party Monster,Comedy,2.5,2003
Taking Sides,Drama,3.5,2001
Cabin Fever,Horror,2.88,2002
Matchstick Men,Comedy,3.72,2003
Once Upon a Time in Mexico,Action,3.21,2003
Dummy,Comedy,3.62,2002
Lost in Translation,Comedy,4.03,2003
Millennium Actress (Sennen joyû),Animation,3.8,2001
Children of the Night,Horror,3.5,1991
Gotcha!,Comedy,2.5,1985
Kuffs,Action,2.5,1992
Once Upon a Time in China (Wong Fei Hung),Action,3.36,1991
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),Action,2.5,1992
Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba),Action,3.0,1993
Paper Moon,Comedy,3.6,1973
Day of the Dead,Horror,3.62,1985
"Hello, Dolly!",Comedy,3.75,1969
Memoirs of an Invisible Man,Comedy,2.0,1992
Once Bitten,Comedy,2.25,1985
Squirm,Horror,2.0,1976
"Brood, The",Horror,3.0,1979
Anything Else,Comedy,2.83,2003
Cold Creek Manor,Drama,2.5,2003
"Fighting Temptations, The",Drama,3.5,2003
Secondhand Lions,Children,3.5,2003
Underworld,Action,3.5,2003
Bubba Ho-tep,Comedy,3.32,2002
In This World,Adventure,3.0,2002
Duplex,Comedy,2.43,2003
"Rundown, The",Action,3.15,2003
Under the Tuscan Sun,Comedy,3.28,2003
Luther,Drama,4.0,2003
Mambo Italiano,Comedy,3.0,2003
My Life Without Me,Drama,3.5,2003
To Be and to Have (Être et avoir),Documentary,3.0,2002
"Triplets of Belleville, The (Les triplettes de Belleville)",Animation,3.7,2003
Videodrome,Fantasy,3.69,1983
Life and Debt,Documentary,4.0,2001
Lagaan: Once Upon a Time in India,Comedy,4.17,2001
Judgment at Nuremberg,Drama,3.6,1961
"Brief History of Time, A",Documentary,3.25,1991
Leningrad Cowboys Go America,Comedy,4.0,1989
"Rules of the Game, The (La règle du jeu)",Comedy,3.5,1939
Seven Brides for Seven Brothers,Comedy,3.75,1954
Kiss of the Spider Woman,Drama,3.88,1985
All the President's Men,Drama,4.02,1976
Angie,Comedy,2.0,1994
"Apartment, The (Appartement, L')",Drama,4.0,1996
Avalon,Drama,3.5,2001
Babette's Feast (Babettes gæstebud),Drama,4.4,1987
Beethoven,Children,1.77,1992
Beethoven's 2nd,Children,1.5,1993
Boyz N the Hood,Crime,3.72,1991
Bugsy,Crime,3.0,1991
Bugsy Malone,Children,2.75,1976
Cobra,Action,2.33,1986
Phenomena (a.k.a. Creepers),Horror,3.5,1985
Crimewave,Comedy,2.0,1985
Monty Python's The Meaning of Life,Comedy,3.95,1983
Where Eagles Dare,Action,4.0,1968
Tightrope,Thriller,3.0,1984
Sleeping with the Enemy,Drama,2.5,1991
PCU,Comedy,2.5,1994
"Rookie, The",Action,2.25,1990
City Heat,Action,3.0,1984
Three O'Clock High,Comedy,4.0,1987
"White Hunter, Black Heart",Adventure,3.0,1990
Come and See (Idi i smotri),Drama,5.0,1985
Ginger Snaps,Drama,4.0,2000
More American Graffiti,Comedy,3.0,1979
It's Pat,Comedy,0.83,1994
Regarding Henry,Drama,3.6,1991
Alien Contamination,Action,5.0,1980
"Amazing Transparent Man, The",Sci-Fi,3.5,1960
Love Affair,Comedy,3.0,1939
Scrooge,Drama,,1970
Leap of Faith,Comedy,2.33,1992
"Gas, Food, Lodging",Drama,2.75,1992
In Cold Blood,Crime,3.62,1967
Campus Man,Comedy,1.0,1987
Yankee Doodle Dandy,Drama,4.0,1942
Ninja Scroll (Jûbei ninpûchô),Action,3.77,1995
Knife in the Water (Nóz w wodzie),Drama,3.75,1962
Mobsters,Crime,2.0,1991
Out of Time,Crime,3.5,2003
School of Rock,Comedy,3.4,2003
"Station Agent, The",Comedy,3.58,2003
Wonderland,Crime,3.43,2003
Bus 174 (Ônibus 174),Crime,3.83,2002
Mystic River,Crime,3.71,2003
"House of the Dead, The",Action,1.12,2003
Intolerable Cruelty,Comedy,3.18,2003
Kill Bill: Vol. 1,Action,3.96,2003
Runaway Jury,Drama,3.44,2003
"Texas Chainsaw Massacre, The",Horror,1.86,2003
Pieces of April,Comedy,3.07,2003
Returner (Ritaanaa),Action,2.5,2002
Sylvia,Drama,3.0,2003
Veronica Guerin,Crime,3.0,2003
In the Cut,Crime,2.83,2003
Beyond Borders,Drama,3.5,2003
Radio,Drama,4.1,2003
Scary Movie 3,Comedy,2.28,2003
Brother Bear,Adventure,3.0,2003
Elephant,Drama,3.56,2003
"Italian Job, The",Action,3.85,1969
Sweet Sixteen,Drama,3.33,2002
Alien from L.A.,Sci-Fi,3.5,1988
Interstate 60,Adventure,4.0,2002
"Eye, The (Gin gwai) (Jian gui)",Thriller,3.25,2002
"Jolson Story, The",Musical,3.5,1946
You'll Never Get Rich,Comedy,3.5,1941
"Unvanquished, The (Aparajito)",Drama,3.75,1957
"Cercle Rouge, Le (Red Circle, The)",Crime,3.5,1970
"Human Stain, The",Drama,4.0,2003
Shattered Glass,Crime,3.5,2003
"Matrix Revolutions, The",Action,3.15,2003
"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup)",Documentary,4.0,2003
Elf,Children,3.69,2003
Billabong Odyssey,Documentary,4.0,2003
Gloomy Sunday (Ein Lied von Liebe und Tod),Drama,4.0,1999
Love Actually,Comedy,3.79,2003
Father of the Bride,Comedy,3.5,1991
My Architect: A Son's Journey,Documentary,4.25,2003
Looney Tunes: Back in Action,Action,2.75,2003
Master and Commander: The Far Side of the World,Adventure,3.64,2003
Tupac: Resurrection,Documentary,4.0,2003
"Big Empty, The",Comedy,3.5,2003
"Missing, The",Adventure,3.67,2003
"Cat in the Hat, The",Children,2.1,2003
Gothika,Horror,3.11,2003
21 Grams,Crime,3.3,2003
"Barbarian Invasions, The (Les invasions barbares)",Comedy,4.0,2003
Bad Santa,Comedy,3.37,2003
"Haunted Mansion, The",Children,2.5,2003
Timeline,Action,2.0,2003
Damage (Fatale),Drama,4.0,1992
OT: Our Town,Documentary,3.5,2002
Devil's Playground,Documentary,4.25,2002
Journeys with George,Documentary,3.5,2002
Darkman,Action,3.83,1990
Dead of Night,Horror,0.5,1945
"Dernier Combat, Le (Last Battle, The)",Drama,4.5,1983
Desk Set,Comedy,3.75,1957
Europa (Zentropa),Drama,4.0,1991
Final Analysis,Drama,2.5,1992
"Freshman, The",Comedy,3.0,1990
Funny Games,Drama,3.2,1997
Slacker,Comedy,3.25,1991
WarGames,Drama,3.31,1983
"Ordet (Word, The)",Drama,3.75,1955
Forbidden Games (Jeux interdits),Drama,3.5,1952
Jane Eyre,Drama,5.0,1944
"Tale of Two Cities, A",Drama,4.0,1935
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)",Drama,3.9,1928
Ben-Hur: A Tale of the Christ,Adventure,3.0,1925
"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das)",Crime,3.86,1920
Gorky Park,Crime,3.5,1983
The Great Train Robbery,Action,3.5,1978
Guarding Tess,Comedy,2.75,1994
Hannah and Her Sisters,Comedy,3.77,1986
"Hard Way, The",Action,3.25,1991
Highlander II: The Quickening,Action,1.86,1991
Hoffa,Crime,3.0,1992
House of Cards,Drama,2.0,1993
Housesitter,Comedy,2.25,1992
Hudson Hawk,Action,3.0,1991
Invasion of the Body Snatchers,Horror,3.75,1978
Kindergarten Cop,Action,2.88,1990
King Ralph,Comedy,1.5,1991
"Last Boy Scout, The",Action,3.5,1991
Last Tango in Paris (Ultimo tango a Parigi),Drama,4.5,1972
Lorenzo's Oil,Drama,3.33,1992
"Lover, The (Amant, L')",Drama,3.5,1992
Mr. Destiny,Comedy,3.0,1990
"Night of the Hunter, The",Drama,4.0,1955
Only the Lonely,Comedy,3.17,1991
Over the Top,Action,1.5,1987
Passenger 57,Action,3.5,1992
Presumed Innocent,Crime,3.9,1990
Project X,Comedy,2.75,1987
Proof,Comedy,,1991
Battle Royale (Batoru rowaiaru),Action,3.93,2000
"Wedding Banquet, The (Xi yan)",Comedy,4.5,1993
"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",Drama,3.67,1976
"Midnight Clear, A",Drama,3.75,1992
Summer School,Comedy,2.38,1987
Silverado,Action,3.2,1985
Quick Change,Comedy,3.57,1990
Radio Flyer,Drama,2.75,1992
"Real McCoy, The",Action,4.0,1993
Revenge,Drama,4.0,1990
"Secret of My Succe$s, The (a.k.a. The Secret of My Success)",Comedy,3.12,1987
Show Me Love (Fucking Åmål),Drama,3.81,1998
Teen Wolf,Comedy,3.14,1985
High Heels (Tacones lejanos),Comedy,4.5,1991
Things You Can Tell Just by Looking at Her,Drama,4.0,2000
To Live and Die in L.A.,Action,2.5,1985
Trapped in Paradise,Comedy,2.5,1994
Wild at Heart,Crime,3.8,1990
"Witches, The",Children,3.17,1990
"Witches of Eastwick, The",Comedy,2.5,1987
Year of the Dragon,Action,2.5,1985
Nothing to Lose,Action,3.38,1997
Flying Down to Rio,Comedy,3.0,1933
Follow the Fleet,Comedy,3.75,1936
"What's New, Pussycat",Comedy,3.5,1965
Mary of Scotland,Drama,3.0,1936
Roberta,Comedy,4.0,1935
Little Women,Drama,3.5,1949
Swing Time,Comedy,4.0,1936
"Public Enemy, The",Action,4.25,1931
"Midsummer Night's Dream, A",Comedy,3.5,1935
Life with Father,Comedy,3.5,1947
National Velvet,Children,3.75,1944
Jesus Christ Superstar,Drama,4.0,1973
Dark Victory,Drama,4.0,1939
Birdman of Alcatraz,Drama,4.0,1962
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",Adventure,4.0,1972
Beauty and the Beast (La belle et la bête),Drama,3.25,1946
"Birth of a Nation, The",Drama,2.0,1915
Juliet of the Spirits (Giulietta degli spiriti),Comedy,3.25,1965
"Macbeth (a.k.a. Tragedy of Macbeth, The)",Drama,3.5,1971
Red River,Action,4.0,1948
"Woman Under the Influence, A",Drama,5.0,1974
Stagecoach,Action,3.5,1939
"Shot in the Dark, A",Comedy,2.5,1964
"Navigator, The",Comedy,3.5,1924
"Court Jester, The",Adventure,3.5,1956
Bullitt,Action,3.88,1968
Jezebel,Drama,3.83,1938
"Hunchback of Notre Dame, The",Drama,3.5,1939
42nd Street,Drama,4.0,1933
That Touch of Mink,Comedy,3.75,1962
Sweet Dreams,Drama,3.0,1985
"Play It Again, Sam",Comedy,3.75,1972
Send Me No Flowers,Comedy,3.25,1964
Pygmalion,Comedy,3.5,1938
"Passage to India, A",Adventure,4.0,1984
Black Orpheus (Orfeu Negro),Drama,4.0,1959
Amarcord,Comedy,4.0,1973
Hero (Ying xiong),Action,3.92,2002
Horse Feathers,Comedy,4.0,1932
Anna Karenina,Drama,3.5,1935
"Front Page, The",Comedy,3.75,1974
Rivers and Tides,Documentary,5.0,2001
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),Adventure,4.0,1984
Doc Hollywood,Comedy,3.0,1991
Dragnet,Comedy,2.5,1987
Madhouse,Comedy,3.5,1990
1941,Comedy,2.67,1979
Foul Play,Comedy,2.75,1978
Crime Story (Zhong an zu),Action,3.25,1993
Beyond the Clouds (Al di là delle nuvole),Drama,3.0,1996
"Collector, The",Drama,0.5,1965
Deep Red (Profondo rosso),Horror,2.6,1975
Diabolique (Les diaboliques),Horror,3.12,1955
Leprechaun,Comedy,2.3,1993
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa),Animation,3.75,1987
Adam's Rib,Comedy,4.75,1949
King of Hearts,Comedy,5.0,1966
Naked Lunch,Drama,3.44,1991
Grass,Documentary,3.17,1999
Spring Forward,Drama,2.0,1999
Run,Action,3.5,1991
"Summer Place, A",Drama,3.0,1959
"Night at the Opera, A",Comedy,4.11,1935
"Element of Crime, The (Forbrydelsens Element)",Drama,4.0,1984
"Cooler, The",Comedy,3.55,2003
In America,Drama,3.86,2002
My Flesh and Blood,Documentary,4.0,2003
Honey,Drama,3.0,2003
"Last Samurai, The",Action,3.9,2003
Big Fish,Drama,3.83,2003
Something's Gotta Give,Comedy,3.65,2003
Stuck on You,Comedy,2.8,2003
Girl with a Pearl Earring,Drama,3.38,2003
"Lord of the Rings: The Return of the King, The",Action,4.12,2003
Mona Lisa Smile,Drama,2.8,2003
Calendar Girls,Comedy,2.62,2003
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",Documentary,4.31,2003
House of Sand and Fog,Drama,3.78,2003
Monster,Crime,3.53,2003
Cheaper by the Dozen,Children,1.94,2003
Cold Mountain,Drama,3.29,2003
Paycheck,Action,2.91,2003
Peter Pan,Action,3.08,2003
"Company, The",Drama,3.0,2003
Japanese Story,Drama,3.0,2003
Chasing Liberty,Comedy,3.94,2004
Aileen: Life and Death of a Serial Killer,Documentary,3.5,2003
Along Came Polly,Comedy,3.04,2004
Torque,Action,2.25,2004
Crimson Gold (Talaye sorgh),Drama,3.5,2003
Osama,Drama,3.5,2003
"Great Gatsby, The",Drama,3.0,1974
Wuthering Heights,Drama,2.5,1992
Ship of Fools,Drama,3.5,1965
This Property is Condemned,Drama,4.5,1966
Jane Eyre,Drama,3.5,1970
Blame It on the Bellboy,Comedy,2.0,1992
Only the Strong,Action,3.0,1993
"Adventures of Ford Fairlane, The",Action,3.0,1990
Beyond Re-Animator,Horror,3.0,2003
"Wind and the Lion, The",Adventure,3.0,1975
Mon Oncle (My Uncle),Comedy,3.83,1958
Dr. Jekyll and Mr. Hyde,Drama,3.75,1941
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)",Comedy,3.5,1953
People Will Talk,Comedy,3.5,1951
I Was a Male War Bride,Comedy,4.25,1949
To Have and Have Not,Adventure,3.5,1944
High Sierra,Crime,4.17,1941
Dark Passage,Crime,4.0,1947
"Ox-Bow Incident, The",Drama,4.5,1943
They Drive by Night,Drama,4.0,1940
Reefer Madness (a.k.a. Tell Your Children),Comedy,3.25,1938
D.O.A.,Drama,2.5,1950
Pumping Iron,Documentary,3.67,1977
Cool World,Animation,2.5,1992
"Strada, La",Drama,4.25,1954
Ichi the Killer (Koroshiya 1),Action,3.42,2001
"Boy and His Dog, A",Sci-Fi,4.0,1975
Ashes and Diamonds (Popiól i diament),Drama,4.0,1958
Intolerance: Love's Struggle Throughout the Ages,Drama,3.5,1916
Tormented,Horror,1.0,1960
Chitty Chitty Bang Bang,Adventure,3.45,1968
"Suriyothai (a.k.a. Legend of Suriyothai, The)",Action,3.5,2001
Where the Day Takes You,Drama,4.0,1992
The Butterfly Effect,Drama,3.63,2004
Win a Date with Tad Hamilton!,Comedy,2.81,2004
Touching the Void,Adventure,4.0,2003
"Big Bounce, The",Comedy,2.0,2004
"Perfect Score, The",Comedy,2.75,2004
You Got Served,Drama,2.12,2004
Latter Days,Comedy,3.5,2003
Barbershop 2: Back in Business,Comedy,2.17,2004
Catch That Kid,Action,2.0,2004
Miracle,Drama,3.35,2004
An Amazing Couple,Comedy,4.0,2002
"Dreamers, The",Drama,3.73,2003
"Lost Skeleton of Cadavra, The",Comedy,4.0,2002
"Hip Hop Witch, Da",Comedy,1.0,2000
Thirteen,Drama,3.61,2003
Best Defense,Comedy,2.5,1984
50 First Dates,Comedy,3.55,2004
Welcome to Mooseport,Comedy,3.25,2004
Kitchen Stories (Salmer fra kjøkkenet),Comedy,3.67,2003
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),Drama,3.67,2003
Diary of a Country Priest (Journal d'un curé de campagne),Drama,3.5,1951
"Thief of Bagdad, The",Action,3.5,1924
The Diary of Anne Frank,Drama,4.0,1959
Allegro non troppo,Animation,4.0,1977
Black Widow,Crime,2.5,1987
"Herod's Law (Ley de Herodes, La)",Comedy,3.0,2000
Flesh & Blood,Action,3.0,1985
King Solomon's Mines,Adventure,2.5,1985
Raw Deal,Action,3.33,1986
"Goodbye, Mr. Chips",Drama,3.67,1939
"Follow Me, Boys!",Comedy,0.5,1966
Against the Ropes,Comedy,2.0,2004
Confessions of a Teenage Drama Queen,Comedy,2.38,2004
EuroTrip,Adventure,3.13,2004
"Passion of the Christ, The",Drama,2.62,2004
Club Dread,Comedy,2.08,2004
Dirty Dancing: Havana Nights,Romance,3.4,2004
Twisted,Thriller,2.75,2004
"Good bye, Lenin!",Comedy,3.8,2003
Hidalgo,Adventure,3.32,2004
Starsky & Hutch,Action,3.29,2004
"Reckoning, The",Crime,3.5,2004
Persona,Drama,3.75,1966
"Passion of Anna, The (Passion, En)",Drama,3.5,1969
"Corbeau, Le (Raven, The)",Crime,4.25,1943
Pickup on South Street,Film-Noir,4.0,1953
"Damned, The (La Caduta degli dei)",Drama,3.5,1969
